store,item,date,predicted_sales
9,32,2018-01-02,36.79
9,33,2018-01-02,54.11
9,34,2018-01-02,19.06
9,35,2018-01-02,55.41
9,36,2018-01-02,61.56
9,37,2018-01-02,25.11
9,38,2018-01-02,65.1
9,39,2018-01-02,35.1
9,40,2018-01-02,23.14
9,41,2018-01-02,16.06
9,42,2018-01-02,28.39
9,43,2018-01-02,44.14
9,44,2018-01-02,22.23
9,45,2018-01-02,64.2
9,46,2018-01-02,47.04
9,47,2018-01-02,19.44
9,48,2018-01-02,39.08
9,49,2018-01-02,22.85
9,50,2018-01-02,53.83
10,1,2018-01-02,17.38
10,2,2018-01-02,44.66
10,3,2018-01-02,31.29
10,4,2018-01-02,19.23
10,5,2018-01-02,15.94
10,6,2018-01-02,49.87
10,7,2018-01-02,47.5
10,8,2018-01-02,63.38
10,9,2018-01-02,43.55
10,10,2018-01-02,62.67
10,11,2018-01-02,62.13
10,12,2018-01-02,61.37
10,13,2018-01-02,71.97
10,14,2018-01-02,50.65
10,15,2018-01-02,76.05
10,16,2018-01-02,21.84
10,17,2018-01-02,29.03
10,18,2018-01-02,71.4
10,19,2018-01-02,32.21
10,20,2018-01-02,39.98
10,21,2018-01-02,36.44
10,22,2018-01-02,66.99
10,23,2018-01-02,27.34
10,24,2018-01-02,62.9
10,25,2018-01-02,67.26
10,26,2018-01-02,39.43
10,27,2018-01-02,19.45
10,28,2018-01-02,76.44
10,29,2018-01-02,58.79
10,30,2018-01-02,32.41
10,31,2018-01-02,49.14
10,32,2018-01-02,36.51
10,33,2018-01-02,59.06
10,34,2018-01-02,21.36
10,35,2018-01-02,54.07
10,36,2018-01-02,64.59
10,37,2018-01-02,27.66
10,38,2018-01-02,69.41
10,39,2018-01-02,35.31
10,40,2018-01-02,25.84
10,41,2018-01-02,16.86
10,42,2018-01-02,31.22
10,43,2018-01-02,46.37
10,44,2018-01-02,25.94
10,45,2018-01-02,67.55
10,46,2018-01-02,52.77
10,47,2018-01-02,17.07
10,48,2018-01-02,42.03
10,49,2018-01-02,25.72
10,50,2018-01-02,55.64
1,1,2018-01-03,15.88
1,2,2018-01-03,43.05
1,3,2018-01-03,23.33
1,4,2018-01-03,16.07
1,5,2018-01-03,12.8
1,6,2018-01-03,41.07
1,7,2018-01-03,41.86
1,8,2018-01-03,51.2
1,9,2018-01-03,35.23
1,10,2018-01-03,54.85
1,11,2018-01-03,48.52
1,12,2018-01-03,48.02
1,13,2018-01-03,56.02
1,14,2018-01-03,41.17
1,15,2018-01-03,62.53
1,16,2018-01-03,19.14
1,17,2018-01-03,23.36
1,18,2018-01-03,58.34
1,19,2018-01-03,29.01
1,20,2018-01-03,32.36
1,21,2018-01-03,26.83
1,22,2018-01-03,54.81
1,23,2018-01-03,20.55
1,24,2018-01-03,41.36
1,25,2018-01-03,56.89
1,26,2018-01-03,37.91
1,27,2018-01-03,15.66
1,28,2018-01-03,58.74
1,29,2018-01-03,50.02
1,30,2018-01-03,27.65
1,31,2018-01-03,38.27
1,32,2018-01-03,30.27
1,33,2018-01-03,48.0
1,34,2018-01-03,19.57
1,35,2018-01-03,47.61
1,36,2018-01-03,55.62
1,37,2018-01-03,16.78
1,38,2018-01-03,55.9
1,39,2018-01-03,28.45
1,40,2018-01-03,22.52
1,41,2018-01-03,14.47
1,42,2018-01-03,21.68
1,43,2018-01-03,33.26
1,44,2018-01-03,23.34
1,45,2018-01-03,55.48
1,46,2018-01-03,40.97
1,47,2018-01-03,15.49
1,48,2018-01-03,36.93
1,49,2018-01-03,20.26
1,50,2018-01-03,47.03
2,1,2018-01-03,20.1
2,2,2018-01-03,55.42
2,3,2018-01-03,34.54
2,4,2018-01-03,22.84
2,5,2018-01-03,17.93
2,6,2018-01-03,55.88
2,7,2018-01-03,57.08
2,8,2018-01-03,72.25
2,9,2018-01-03,49.18
2,10,2018-01-03,68.54
2,11,2018-01-03,71.04
2,12,2018-01-03,69.25
2,13,2018-01-03,80.08
2,14,2018-01-03,57.26
2,15,2018-01-03,84.41
2,16,2018-01-03,22.18
2,17,2018-01-03,31.37
2,18,2018-01-03,80.37
2,19,2018-01-03,37.99
2,20,2018-01-03,45.21
2,21,2018-01-03,38.6
2,22,2018-01-03,78.34
2,23,2018-01-03,33.39
2,24,2018-01-03,60.36
2,25,2018-01-03,78.14
2,26,2018-01-03,48.9
2,27,2018-01-03,21.85
2,28,2018-01-03,86.66
2,29,2018-01-03,67.49
2,30,2018-01-03,40.7
2,31,2018-01-03,59.98
2,32,2018-01-03,48.6
2,33,2018-01-03,63.85
2,34,2018-01-03,23.37
2,35,2018-01-03,61.4
2,36,2018-01-03,78.03
2,37,2018-01-03,29.19
2,38,2018-01-03,78.42
2,39,2018-01-03,41.88
2,40,2018-01-03,29.4
2,41,2018-01-03,20.93
2,42,2018-01-03,40.8
2,43,2018-01-03,50.96
2,44,2018-01-03,28.57
2,45,2018-01-03,78.86
2,46,2018-01-03,57.98
2,47,2018-01-03,22.49
2,48,2018-01-03,47.44
2,49,2018-01-03,29.7
2,50,2018-01-03,62.81
3,1,2018-01-03,18.34
3,2,2018-01-03,51.59
3,3,2018-01-03,28.26
3,4,2018-01-03,19.28
3,5,2018-01-03,16.81
3,6,2018-01-03,49.21
3,7,2018-01-03,50.26
3,8,2018-01-03,64.33
3,9,2018-01-03,45.62
3,10,2018-01-03,55.09
3,11,2018-01-03,62.49
3,12,2018-01-03,62.18
3,13,2018-01-03,74.13
3,14,2018-01-03,53.9
3,15,2018-01-03,71.82
3,16,2018-01-03,23.72
3,17,2018-01-03,29.29
3,18,2018-01-03,73.08
3,19,2018-01-03,32.03
3,20,2018-01-03,40.47
3,21,2018-01-03,37.67
3,22,2018-01-03,70.18
3,23,2018-01-03,26.24
3,24,2018-01-03,63.13
3,25,2018-01-03,66.87
3,26,2018-01-03,41.36
3,27,2018-01-03,21.02
3,28,2018-01-03,72.02
3,29,2018-01-03,61.73
3,30,2018-01-03,38.41
3,31,2018-01-03,50.54
3,32,2018-01-03,43.34
3,33,2018-01-03,64.78
3,34,2018-01-03,22.95
3,35,2018-01-03,58.11
3,36,2018-01-03,71.98
3,37,2018-01-03,26.4
3,38,2018-01-03,69.49
3,39,2018-01-03,39.22
3,40,2018-01-03,27.66
3,41,2018-01-03,19.02
3,42,2018-01-03,31.89
3,43,2018-01-03,40.78
3,44,2018-01-03,25.67
3,45,2018-01-03,73.04
3,46,2018-01-03,52.83
3,47,2018-01-03,18.57
3,48,2018-01-03,46.55
3,49,2018-01-03,29.02
3,50,2018-01-03,56.09
4,1,2018-01-03,18.93
4,2,2018-01-03,44.5
4,3,2018-01-03,31.2
4,4,2018-01-03,21.62
4,5,2018-01-03,15.95
4,6,2018-01-03,46.12
4,7,2018-01-03,49.76
4,8,2018-01-03,59.96
4,9,2018-01-03,41.81
4,10,2018-01-03,54.89
4,11,2018-01-03,59.76
4,12,2018-01-03,57.47
4,13,2018-01-03,70.09
4,14,2018-01-03,47.01
4,15,2018-01-03,70.69
4,16,2018-01-03,19.14
4,17,2018-01-03,24.66
4,18,2018-01-03,66.63
4,19,2018-01-03,35.82
4,20,2018-01-03,37.3
4,21,2018-01-03,34.3
4,22,2018-01-03,66.34
4,23,2018-01-03,21.76
4,24,2018-01-03,51.64
4,25,2018-01-03,68.75
4,26,2018-01-03,37.06
4,27,2018-01-03,18.07
4,28,2018-01-03,69.36
4,29,2018-01-03,55.2
4,30,2018-01-03,32.32
4,31,2018-01-03,50.62
4,32,2018-01-03,35.91
4,33,2018-01-03,57.22
4,34,2018-01-03,21.21
4,35,2018-01-03,50.32
4,36,2018-01-03,64.75
4,37,2018-01-03,23.77
4,38,2018-01-03,65.66
4,39,2018-01-03,34.53
4,40,2018-01-03,24.01
4,41,2018-01-03,17.47
4,42,2018-01-03,29.08
4,43,2018-01-03,41.24
4,44,2018-01-03,23.39
4,45,2018-01-03,61.44
4,46,2018-01-03,47.6
4,47,2018-01-03,20.99
4,48,2018-01-03,41.45
4,49,2018-01-03,23.48
4,50,2018-01-03,53.15
5,1,2018-01-03,13.85
5,2,2018-01-03,32.56
5,3,2018-01-03,23.36
5,4,2018-01-03,13.0
5,5,2018-01-03,11.32
5,6,2018-01-03,31.76
5,7,2018-01-03,34.62
5,8,2018-01-03,45.9
5,9,2018-01-03,31.4
5,10,2018-01-03,44.01
5,11,2018-01-03,42.32
5,12,2018-01-03,40.64
5,13,2018-01-03,46.47
5,14,2018-01-03,39.07
5,15,2018-01-03,53.85
5,16,2018-01-03,14.06
5,17,2018-01-03,19.14
5,18,2018-01-03,50.36
5,19,2018-01-03,21.34
5,20,2018-01-03,27.47
5,21,2018-01-03,22.24
5,22,2018-01-03,48.69
5,23,2018-01-03,13.68
5,24,2018-01-03,38.09
5,25,2018-01-03,45.83
5,26,2018-01-03,26.09
5,27,2018-01-03,12.92
5,28,2018-01-03,55.69
5,29,2018-01-03,39.19
5,30,2018-01-03,24.61
5,31,2018-01-03,37.8
5,32,2018-01-03,27.28
5,33,2018-01-03,37.83
5,34,2018-01-03,12.49
5,35,2018-01-03,39.02
5,36,2018-01-03,45.2
5,37,2018-01-03,16.56
5,38,2018-01-03,50.26
5,39,2018-01-03,26.91
5,40,2018-01-03,16.79
5,41,2018-01-03,13.72
5,42,2018-01-03,21.64
5,43,2018-01-03,29.18
5,44,2018-01-03,17.01
5,45,2018-01-03,49.38
5,46,2018-01-03,35.38
5,47,2018-01-03,14.33
5,48,2018-01-03,32.12
5,49,2018-01-03,16.87
5,50,2018-01-03,37.34
6,1,2018-01-03,11.37
6,2,2018-01-03,36.32
6,3,2018-01-03,22.79
6,4,2018-01-03,10.16
6,5,2018-01-03,9.64
6,6,2018-01-03,32.73
6,7,2018-01-03,35.77
6,8,2018-01-03,46.49
6,9,2018-01-03,34.75
6,10,2018-01-03,44.2
6,11,2018-01-03,40.51
6,12,2018-01-03,43.82
6,13,2018-01-03,52.86
6,14,2018-01-03,33.82
6,15,2018-01-03,50.68
6,16,2018-01-03,15.46
6,17,2018-01-03,19.41
6,18,2018-01-03,50.19
6,19,2018-01-03,23.55
6,20,2018-01-03,29.46
6,21,2018-01-03,24.97
6,22,2018-01-03,44.96
6,23,2018-01-03,18.2
6,24,2018-01-03,40.28
6,25,2018-01-03,48.14
6,26,2018-01-03,27.53
6,27,2018-01-03,13.52
6,28,2018-01-03,52.69
6,29,2018-01-03,37.89
6,30,2018-01-03,21.59
6,31,2018-01-03,30.33
6,32,2018-01-03,26.74
6,33,2018-01-03,41.95
6,34,2018-01-03,14.59
6,35,2018-01-03,38.09
6,36,2018-01-03,46.39
6,37,2018-01-03,15.65
6,38,2018-01-03,48.76
6,39,2018-01-03,24.04
6,40,2018-01-03,19.39
6,41,2018-01-03,14.25
6,42,2018-01-03,20.71
6,43,2018-01-03,28.36
6,44,2018-01-03,17.28
6,45,2018-01-03,46.16
6,46,2018-01-03,35.34
6,47,2018-01-03,13.51
6,48,2018-01-03,30.14
6,49,2018-01-03,16.09
6,50,2018-01-03,39.91
7,1,2018-01-03,12.6
7,2,2018-01-03,28.68
7,3,2018-01-03,19.74
7,4,2018-01-03,10.41
7,5,2018-01-03,9.76
7,6,2018-01-03,29.82
7,7,2018-01-03,35.62
7,8,2018-01-03,43.49
7,9,2018-01-03,25.26
7,10,2018-01-03,40.58
7,11,2018-01-03,38.08
7,12,2018-01-03,40.51
7,13,2018-01-03,46.33
7,14,2018-01-03,32.29
7,15,2018-01-03,45.99
7,16,2018-01-03,12.9
7,17,2018-01-03,19.0
7,18,2018-01-03,47.99
7,19,2018-01-03,20.44
7,20,2018-01-03,25.64
7,21,2018-01-03,21.31
7,22,2018-01-03,47.17
7,23,2018-01-03,12.94
7,24,2018-01-03,37.23
7,25,2018-01-03,42.4
7,26,2018-01-03,24.57
7,27,2018-01-03,11.29
7,28,2018-01-03,46.88
7,29,2018-01-03,40.29
7,30,2018-01-03,22.11
7,31,2018-01-03,33.77
7,32,2018-01-03,25.11
7,33,2018-01-03,41.03
7,34,2018-01-03,14.82
7,35,2018-01-03,37.17
7,36,2018-01-03,42.05
7,37,2018-01-03,15.02
7,38,2018-01-03,40.32
7,39,2018-01-03,21.52
7,40,2018-01-03,15.86
7,41,2018-01-03,11.09
7,42,2018-01-03,19.63
7,43,2018-01-03,30.7
7,44,2018-01-03,17.52
7,45,2018-01-03,45.76
7,46,2018-01-03,29.36
7,47,2018-01-03,11.3
7,48,2018-01-03,25.87
7,49,2018-01-03,15.05
7,50,2018-01-03,35.79
8,1,2018-01-03,20.9
8,2,2018-01-03,60.08
8,3,2018-01-03,37.53
8,4,2018-01-03,18.45
8,5,2018-01-03,17.75
8,6,2018-01-03,56.98
8,7,2018-01-03,57.25
8,8,2018-01-03,68.63
8,9,2018-01-03,49.7
8,10,2018-01-03,65.13
8,11,2018-01-03,63.61
8,12,2018-01-03,63.41
8,13,2018-01-03,72.46
8,14,2018-01-03,53.8
8,15,2018-01-03,80.52
8,16,2018-01-03,21.92
8,17,2018-01-03,31.3
8,18,2018-01-03,75.01
8,19,2018-01-03,40.63
8,20,2018-01-03,46.34
8,21,2018-01-03,41.47
8,22,2018-01-03,70.47
8,23,2018-01-03,28.39
8,24,2018-01-03,63.88
8,25,2018-01-03,73.86
8,26,2018-01-03,43.1
8,27,2018-01-03,21.45
8,28,2018-01-03,79.74
8,29,2018-01-03,63.78
8,30,2018-01-03,33.99
8,31,2018-01-03,56.93
8,32,2018-01-03,41.73
8,33,2018-01-03,60.74
8,34,2018-01-03,29.3
8,35,2018-01-03,61.65
8,36,2018-01-03,69.62
8,37,2018-01-03,27.79
8,38,2018-01-03,73.45
8,39,2018-01-03,44.05
8,40,2018-01-03,27.79
8,41,2018-01-03,24.08
8,42,2018-01-03,35.16
8,43,2018-01-03,46.59
8,44,2018-01-03,28.71
8,45,2018-01-03,70.68
8,46,2018-01-03,56.78
8,47,2018-01-03,20.47
8,48,2018-01-03,51.29
8,49,2018-01-03,28.19
8,50,2018-01-03,60.88
9,1,2018-01-03,16.81
9,2,2018-01-03,49.94
9,3,2018-01-03,29.31
9,4,2018-01-03,16.6
9,5,2018-01-03,15.3
9,6,2018-01-03,47.13
9,7,2018-01-03,50.63
9,8,2018-01-03,61.93
9,9,2018-01-03,44.07
9,10,2018-01-03,56.64
9,11,2018-01-03,57.02
9,12,2018-01-03,55.4
9,13,2018-01-03,65.89
9,14,2018-01-03,43.84
9,15,2018-01-03,67.11
9,16,2018-01-03,21.26
9,17,2018-01-03,25.72
9,18,2018-01-03,66.97
9,19,2018-01-03,35.76
9,20,2018-01-03,38.41
9,21,2018-01-03,31.32
9,22,2018-01-03,66.23
9,23,2018-01-03,24.0
9,24,2018-01-03,53.95
9,25,2018-01-03,66.33
9,26,2018-01-03,38.37
9,27,2018-01-03,19.15
9,28,2018-01-03,69.47
9,29,2018-01-03,57.73
9,30,2018-01-03,32.92
9,31,2018-01-03,47.81
9,32,2018-01-03,36.32
9,33,2018-01-03,53.82
9,34,2018-01-03,19.42
9,35,2018-01-03,56.87
9,36,2018-01-03,62.14
9,37,2018-01-03,24.59
9,38,2018-01-03,63.58
9,39,2018-01-03,35.6
9,40,2018-01-03,24.29
9,41,2018-01-03,16.14
9,42,2018-01-03,28.37
9,43,2018-01-03,43.09
9,44,2018-01-03,22.33
9,45,2018-01-03,64.82
9,46,2018-01-03,46.22
9,47,2018-01-03,18.82
9,48,2018-01-03,39.29
9,49,2018-01-03,23.81
9,50,2018-01-03,54.27
10,1,2018-01-03,18.29
10,2,2018-01-03,43.74
10,3,2018-01-03,29.47
10,4,2018-01-03,20.18
10,5,2018-01-03,16.23
10,6,2018-01-03,50.98
10,7,2018-01-03,47.73
10,8,2018-01-03,65.23
10,9,2018-01-03,43.19
10,10,2018-01-03,62.37
10,11,2018-01-03,62.36
10,12,2018-01-03,59.91
10,13,2018-01-03,72.1
10,14,2018-01-03,48.51
10,15,2018-01-03,75.16
10,16,2018-01-03,21.4
10,17,2018-01-03,30.31
10,18,2018-01-03,70.13
10,19,2018-01-03,32.83
10,20,2018-01-03,39.35
10,21,2018-01-03,36.81
10,22,2018-01-03,68.61
10,23,2018-01-03,27.52
10,24,2018-01-03,58.08
10,25,2018-01-03,67.1
10,26,2018-01-03,42.28
10,27,2018-01-03,20.11
10,28,2018-01-03,74.15
10,29,2018-01-03,59.09
10,30,2018-01-03,33.79
10,31,2018-01-03,52.22
10,32,2018-01-03,35.97
10,33,2018-01-03,60.27
10,34,2018-01-03,21.46
10,35,2018-01-03,52.75
10,36,2018-01-03,66.68
10,37,2018-01-03,26.3
10,38,2018-01-03,69.0
10,39,2018-01-03,34.33
10,40,2018-01-03,26.74
10,41,2018-01-03,17.09
10,42,2018-01-03,31.86
10,43,2018-01-03,43.72
10,44,2018-01-03,25.4
10,45,2018-01-03,65.4
10,46,2018-01-03,51.39
10,47,2018-01-03,16.92
10,48,2018-01-03,45.41
10,49,2018-01-03,26.03
10,50,2018-01-03,56.86
1,1,2018-01-04,17.57
1,2,2018-01-04,47.58
1,3,2018-01-04,25.02
1,4,2018-01-04,16.84
1,5,2018-01-04,14.97
1,6,2018-01-04,48.16
1,7,2018-01-04,47.1
1,8,2018-01-04,57.1
1,9,2018-01-04,38.57
1,10,2018-01-04,57.88
1,11,2018-01-04,51.5
1,12,2018-01-04,50.68
1,13,2018-01-04,61.48
1,14,2018-01-04,43.17
1,15,2018-01-04,62.87
1,16,2018-01-04,22.35
1,17,2018-01-04,24.61
1,18,2018-01-04,62.4
1,19,2018-01-04,31.16
1,20,2018-01-04,36.08
1,21,2018-01-04,29.47
1,22,2018-01-04,57.72
1,23,2018-01-04,22.28
1,24,2018-01-04,43.22
1,25,2018-01-04,58.1
1,26,2018-01-04,41.02
1,27,2018-01-04,16.17
1,28,2018-01-04,63.37
1,29,2018-01-04,54.12
1,30,2018-01-04,27.82
1,31,2018-01-04,41.45
1,32,2018-01-04,31.49
1,33,2018-01-04,48.62
1,34,2018-01-04,21.45
1,35,2018-01-04,48.7
1,36,2018-01-04,59.19
1,37,2018-01-04,18.34
1,38,2018-01-04,60.19
1,39,2018-01-04,32.92
1,40,2018-01-04,23.23
1,41,2018-01-04,17.72
1,42,2018-01-04,23.54
1,43,2018-01-04,36.03
1,44,2018-01-04,22.06
1,45,2018-01-04,60.46
1,46,2018-01-04,42.94
1,47,2018-01-04,16.04
1,48,2018-01-04,39.2
1,49,2018-01-04,22.01
1,50,2018-01-04,48.98
2,1,2018-01-04,21.3
2,2,2018-01-04,57.77
2,3,2018-01-04,38.02
2,4,2018-01-04,22.89
2,5,2018-01-04,19.38
2,6,2018-01-04,58.53
2,7,2018-01-04,60.77
2,8,2018-01-04,75.11
2,9,2018-01-04,56.18
2,10,2018-01-04,71.31
2,11,2018-01-04,74.87
2,12,2018-01-04,73.7
2,13,2018-01-04,85.56
2,14,2018-01-04,59.85
2,15,2018-01-04,88.14
2,16,2018-01-04,22.93
2,17,2018-01-04,33.54
2,18,2018-01-04,83.27
2,19,2018-01-04,41.84
2,20,2018-01-04,44.19
2,21,2018-01-04,40.72
2,22,2018-01-04,82.73
2,23,2018-01-04,32.48
2,24,2018-01-04,68.3
2,25,2018-01-04,82.99
2,26,2018-01-04,53.52
2,27,2018-01-04,24.3
2,28,2018-01-04,87.34
2,29,2018-01-04,74.4
2,30,2018-01-04,41.17
2,31,2018-01-04,60.12
2,32,2018-01-04,50.14
2,33,2018-01-04,66.11
2,34,2018-01-04,26.13
2,35,2018-01-04,64.66
2,36,2018-01-04,78.0
2,37,2018-01-04,29.72
2,38,2018-01-04,81.24
2,39,2018-01-04,45.69
2,40,2018-01-04,32.23
2,41,2018-01-04,21.1
2,42,2018-01-04,42.93
2,43,2018-01-04,56.73
2,44,2018-01-04,29.67
2,45,2018-01-04,84.86
2,46,2018-01-04,62.23
2,47,2018-01-04,24.52
2,48,2018-01-04,50.13
2,49,2018-01-04,32.07
2,50,2018-01-04,64.67
3,1,2018-01-04,20.88
3,2,2018-01-04,54.34
3,3,2018-01-04,31.12
3,4,2018-01-04,20.5
3,5,2018-01-04,17.04
3,6,2018-01-04,52.53
3,7,2018-01-04,51.19
3,8,2018-01-04,70.78
3,9,2018-01-04,45.31
3,10,2018-01-04,60.67
3,11,2018-01-04,66.62
3,12,2018-01-04,64.77
3,13,2018-01-04,76.91
3,14,2018-01-04,58.71
3,15,2018-01-04,76.64
3,16,2018-01-04,27.17
3,17,2018-01-04,29.88
3,18,2018-01-04,78.13
3,19,2018-01-04,35.0
3,20,2018-01-04,45.29
3,21,2018-01-04,38.36
3,22,2018-01-04,73.32
3,23,2018-01-04,29.49
3,24,2018-01-04,74.69
3,25,2018-01-04,71.06
3,26,2018-01-04,42.74
3,27,2018-01-04,20.83
3,28,2018-01-04,75.4
3,29,2018-01-04,65.47
3,30,2018-01-04,38.51
3,31,2018-01-04,53.49
3,32,2018-01-04,46.63
3,33,2018-01-04,66.74
3,34,2018-01-04,24.11
3,35,2018-01-04,64.05
3,36,2018-01-04,71.63
3,37,2018-01-04,27.44
3,38,2018-01-04,73.36
3,39,2018-01-04,42.71
3,40,2018-01-04,28.6
3,41,2018-01-04,21.65
3,42,2018-01-04,35.64
3,43,2018-01-04,42.07
3,44,2018-01-04,27.53
3,45,2018-01-04,75.33
3,46,2018-01-04,55.5
3,47,2018-01-04,19.74
3,48,2018-01-04,49.68
3,49,2018-01-04,29.56
3,50,2018-01-04,61.2
4,1,2018-01-04,19.86
4,2,2018-01-04,46.83
4,3,2018-01-04,34.63
4,4,2018-01-04,22.63
4,5,2018-01-04,18.52
4,6,2018-01-04,48.97
4,7,2018-01-04,51.8
4,8,2018-01-04,64.33
4,9,2018-01-04,47.15
4,10,2018-01-04,60.0
4,11,2018-01-04,62.57
4,12,2018-01-04,63.64
4,13,2018-01-04,76.32
4,14,2018-01-04,49.39
4,15,2018-01-04,74.88
4,16,2018-01-04,20.08
4,17,2018-01-04,26.24
4,18,2018-01-04,75.03
4,19,2018-01-04,36.4
4,20,2018-01-04,40.84
4,21,2018-01-04,36.28
4,22,2018-01-04,67.92
4,23,2018-01-04,22.01
4,24,2018-01-04,54.99
4,25,2018-01-04,71.97
4,26,2018-01-04,38.36
4,27,2018-01-04,19.06
4,28,2018-01-04,74.27
4,29,2018-01-04,58.79
4,30,2018-01-04,35.81
4,31,2018-01-04,56.03
4,32,2018-01-04,38.73
4,33,2018-01-04,58.75
4,34,2018-01-04,23.6
4,35,2018-01-04,52.21
4,36,2018-01-04,68.75
4,37,2018-01-04,24.48
4,38,2018-01-04,71.29
4,39,2018-01-04,37.39
4,40,2018-01-04,23.92
4,41,2018-01-04,19.22
4,42,2018-01-04,31.16
4,43,2018-01-04,44.07
4,44,2018-01-04,25.01
4,45,2018-01-04,65.94
4,46,2018-01-04,50.35
4,47,2018-01-04,21.79
4,48,2018-01-04,45.37
4,49,2018-01-04,25.63
4,50,2018-01-04,57.69
5,1,2018-01-04,14.69
5,2,2018-01-04,33.56
5,3,2018-01-04,24.69
5,4,2018-01-04,13.52
5,5,2018-01-04,10.71
5,6,2018-01-04,33.93
5,7,2018-01-04,34.99
5,8,2018-01-04,50.18
5,9,2018-01-04,32.97
5,10,2018-01-04,45.82
5,11,2018-01-04,43.75
5,12,2018-01-04,43.15
5,13,2018-01-04,48.61
5,14,2018-01-04,42.45
5,15,2018-01-04,57.73
5,16,2018-01-04,15.42
5,17,2018-01-04,21.3
5,18,2018-01-04,55.11
5,19,2018-01-04,23.31
5,20,2018-01-04,28.51
5,21,2018-01-04,24.28
5,22,2018-01-04,46.06
5,23,2018-01-04,16.23
5,24,2018-01-04,40.45
5,25,2018-01-04,50.65
5,26,2018-01-04,26.51
5,27,2018-01-04,13.61
5,28,2018-01-04,60.56
5,29,2018-01-04,40.3
5,30,2018-01-04,28.57
5,31,2018-01-04,36.83
5,32,2018-01-04,31.07
5,33,2018-01-04,39.74
5,34,2018-01-04,14.49
5,35,2018-01-04,41.02
5,36,2018-01-04,47.22
5,37,2018-01-04,16.92
5,38,2018-01-04,52.28
5,39,2018-01-04,27.52
5,40,2018-01-04,17.08
5,41,2018-01-04,13.37
5,42,2018-01-04,23.02
5,43,2018-01-04,31.16
5,44,2018-01-04,18.07
5,45,2018-01-04,50.52
5,46,2018-01-04,38.89
5,47,2018-01-04,15.56
5,48,2018-01-04,33.78
5,49,2018-01-04,16.46
5,50,2018-01-04,38.37
6,1,2018-01-04,11.35
6,2,2018-01-04,38.66
6,3,2018-01-04,24.21
6,4,2018-01-04,11.72
6,5,2018-01-04,9.74
6,6,2018-01-04,34.19
6,7,2018-01-04,39.86
6,8,2018-01-04,48.32
6,9,2018-01-04,35.82
6,10,2018-01-04,47.41
6,11,2018-01-04,40.99
6,12,2018-01-04,46.07
6,13,2018-01-04,56.25
6,14,2018-01-04,35.88
6,15,2018-01-04,51.82
6,16,2018-01-04,17.17
6,17,2018-01-04,21.38
6,18,2018-01-04,50.53
6,19,2018-01-04,25.31
6,20,2018-01-04,31.82
6,21,2018-01-04,26.01
6,22,2018-01-04,46.23
6,23,2018-01-04,18.62
6,24,2018-01-04,38.97
6,25,2018-01-04,51.2
6,26,2018-01-04,29.71
6,27,2018-01-04,13.71
6,28,2018-01-04,54.16
6,29,2018-01-04,41.29
6,30,2018-01-04,23.65
6,31,2018-01-04,33.78
6,32,2018-01-04,28.82
6,33,2018-01-04,44.67
6,34,2018-01-04,15.84
6,35,2018-01-04,42.12
6,36,2018-01-04,49.86
6,37,2018-01-04,16.87
6,38,2018-01-04,50.64
6,39,2018-01-04,26.61
6,40,2018-01-04,19.43
6,41,2018-01-04,13.7
6,42,2018-01-04,21.39
6,43,2018-01-04,29.92
6,44,2018-01-04,17.54
6,45,2018-01-04,45.64
6,46,2018-01-04,37.26
6,47,2018-01-04,13.87
6,48,2018-01-04,30.2
6,49,2018-01-04,17.23
6,50,2018-01-04,40.62
7,1,2018-01-04,13.49
7,2,2018-01-04,31.9
7,3,2018-01-04,20.31
7,4,2018-01-04,11.98
7,5,2018-01-04,10.49
7,6,2018-01-04,33.8
7,7,2018-01-04,37.82
7,8,2018-01-04,44.99
7,9,2018-01-04,25.99
7,10,2018-01-04,41.58
7,11,2018-01-04,38.61
7,12,2018-01-04,40.42
7,13,2018-01-04,45.23
7,14,2018-01-04,33.35
7,15,2018-01-04,48.65
7,16,2018-01-04,14.71
7,17,2018-01-04,18.78
7,18,2018-01-04,50.51
7,19,2018-01-04,22.59
7,20,2018-01-04,24.17
7,21,2018-01-04,23.33
7,22,2018-01-04,50.07
7,23,2018-01-04,13.96
7,24,2018-01-04,40.85
7,25,2018-01-04,46.5
7,26,2018-01-04,26.12
7,27,2018-01-04,12.39
7,28,2018-01-04,49.08
7,29,2018-01-04,43.05
7,30,2018-01-04,24.61
7,31,2018-01-04,36.38
7,32,2018-01-04,26.32
7,33,2018-01-04,43.75
7,34,2018-01-04,15.15
7,35,2018-01-04,37.19
7,36,2018-01-04,44.62
7,37,2018-01-04,15.35
7,38,2018-01-04,42.74
7,39,2018-01-04,24.96
7,40,2018-01-04,16.89
7,41,2018-01-04,11.52
7,42,2018-01-04,19.7
7,43,2018-01-04,30.13
7,44,2018-01-04,17.34
7,45,2018-01-04,44.16
7,46,2018-01-04,32.83
7,47,2018-01-04,11.75
7,48,2018-01-04,30.75
7,49,2018-01-04,15.21
7,50,2018-01-04,38.48
8,1,2018-01-04,25.35
8,2,2018-01-04,62.79
8,3,2018-01-04,40.07
8,4,2018-01-04,20.79
8,5,2018-01-04,19.52
8,6,2018-01-04,61.03
8,7,2018-01-04,59.94
8,8,2018-01-04,73.97
8,9,2018-01-04,57.75
8,10,2018-01-04,68.23
8,11,2018-01-04,66.1
8,12,2018-01-04,67.4
8,13,2018-01-04,78.29
